source,target
Malahakelong kami a tayra i Taypak.,我們一起去台北。
Anocila hato a lomowad a talaTaypak.,明天才啟程去台北。
Patayringen no i faleday i lawac no lalan.,上級在路的旁邊設置警察。
Kiemelay ko faloco' nira.,他很有勇氣。
Malakilac ko finawlan to pisafolo'an i lotok.,族人彼此分得山上土地做箭竹園。
Hitapacek ko wa'ay nora wawa.,那小孩的腳踏到釘子。
O pi'adicawan niyam kiraan a lotok no Poseko.,玉里的山上是我們開採大理石的地方。
Mapacidek to koya adadaay.,那個病人已被隔離了。
Malakaying to ko limecedan a wawa no mako.,我的女兒已變成小姐了。
O maparafacay kira howak i piniwaniwan i pala.,那些鴨被放在
"Oli, sanga'ayen to ko rakat.",去吧！一路順風。
Sa'amitiren no mita a misaanin a pakatawa to lafang.,我們一起演風騒的戲來娛樂客人。
Macepet no kingcat kora kokong.,警察抓到那個小偷。
Hepolen kora raramos no miso!,把你的金戒子摘下來。
I kingkoen ko pida a mina'ang ko nga'ayay.,將錢存在銀行較好。
O misakasiay ko parod niyam.,我家是製造糖果的。
O miradomay a mi'acaway i honi kira kaying.,那位就是剛剛舀水的小姐。
Pasalamaen ni ina ko wawa nira to folang no safon.,媽媽讓她的小孩玩肥皂的泡泡。
O maco'a'angay ko rakat no mita a talaFakong.,我們到豐濱是要逆風行走的。
O edid ko nipalomaan niyam i omah.,我們的田種的是麥。
Halicoco ko dipot ni Osay.,Osay的嬰孩好吃奶。
Matalaw a mikafit to sicekaay a kilang ko tamdaw.,人類抓扶有剌的樹。
Awaay to ko sela' nira waco.,那隻狗已經沒有氣息了。
Hadimel han ni ina a midipot ko wawa nira.,媽媽小心謹慎照顧她的小孩。
Makesem cira to nika siday nira to pida.,他因錢的遺失的難過傷心。
Pahapinang ci Panay to faloco' nira.,Panay表白她的心意。
"Halikacipa' ciira, o kacipa' aca ko sikaen nira hemay nga'ayay to.",他很愛吃生薑，他的配菜只要生薑就可以了。
O nanam to ako a miolokang to romi'ami'ad.,我每天就練習彈鋼琴。
Pa'alapiten a patado ko lafang.,幫忙為客人挾菜。
O papacilahen ho kira nicacakan a tamorak.,那個所煮的南瓜是還要放鹽巴的。
Papitaliyoken to niyaro no mita kora lafang.,請那些客人繞行我們的部落。
Makotem ko romi'ad anini.,今天是陰天。
O misarihongay ci fayi imatini a misakalafi.,嬸嬸料理晚餐有煮紅豆。
Paronongen ni mama ako ko fanaw niyam.,爸爸在我們的池子裡放鯉魚。
Pacedeten ni ina to fa^edetay a sasifing ci Kacaw a mipalal.,媽媽用燙毛巾叫醒Kacaw。
Cirodisay ko riyar anini.,今天的海有波浪起伏的。
Koti' kiso!,你活該！
Masenger to ko sasacapoxen a panay.,要撒成秧苗的稻穀已經泡水了。
Mapafocod ni Tomay ci Panay.,Panay被Tomay性侵而生私生子女。.
O malikelonay ca kaka ita nani lotok a misinafel i matini.,我們的哥哥姐姐們自山上採野菜下來。
"Kerah han ni mama ko fonon, ta mipakoyasi.",爸爸把水田排水後
O mamapalo no mato'asay kira minohiray a wawawawa i lalan.,那些在路上塵埃處爬行的小朋友一定被他們的大人打。
O pasimalay kako to paliding.,我是去加車子的油。
O tafokod ko sapifoting no mita anini.,今天我們就用抛網抓魚。
Cikafang a talapicodadan kako.,我背書包上學去。
O mi'owalay kami to tapangan no rakes i lotok i honi.,剛剛我們在山上用鐵撬挪沉重的樟樹樹頭。
O maca'efasay ko nanom i fakici nira wawa.,那個孩子的水桶的水溢出。
Matira ko sowal no ina ita.,我們的媽媽也那樣講。
Kohecal ko fanges no Amirika.,美國人的皮膚很白。
Pa'afalaen kako to tayal no loma'.,給我使命肩負家庭的工作。
Naw palaliwen no miso kora mitakaway?,為什麼你讓那小偷逃走呢？
'Aloman ko aamaen a fafahiyan i niyaro' niyam.,部落裡有很多配稱祖母（外婆，奶奶，阿媽）的女士們。
O maan ko “radom” sanay a sowal no Pangcah saan kira wawa.,那個孩子在詢問什麼是『挑水』。
Caay to kapadeng ko coraf no lamal i lotok.,山上燃燒的火無法熄滅了。
Maolah ko ina a mipariko' to wawa nira to fa^lohay riko'.,媽媽喜歡為小孩穿上新衣服。
Macedah no lingkiw ko ngoyos ako.,我的嘴巴被辣椒辣到。
Miosa to ciira to fafahi no tawo.,他侵犯別人的太太。
Enem polo' ko mihecaan ni ina ako.,我媽媽六十歲。
Maolah a mikolit kora wawa.,那個小孩很會畫圖。
Falat sa i lalan ko 'oner a romakat.,蛇橫著馬路趴行。
Ma'ifor ko kolong ni Mayaw i ka'oradan.,雨天Mayaw的牛蹦蹦跳跳。
Cirodihangay ko radiw niyam i kiokay.,我們在教會裡的歌聲有回音。
Milapot to kakaenen no fafoy.,採豬要吃的地瓜葉。
Talakawiliay ko rakat nira malasangay.,那酒醉的人走路偏向左邊。
O tomok ci Namoh saka ciira ko citodongay a misawkit.,"Namo是位頭目,所以由他來審判。"
O matodohay ko loma' naira.,他們的房子被燒了。
Mipohpoh ko cikawasay to adadaay.,巫師觸摸治療病人。
Patartaren kira sapapilohananay a loma'.,請立木柱支撐將要倒的房屋。
Ca'elayen ko dofot iso!,請披掛你的情人袋！
O ni'atepan to folo' ko dayna no loma' np Pangcah i tiya ho.,傳統阿美族房子的天花板是挾排箭竹而成的。
Aka pacahiwen ko wawawawa!,不要讓小孩們餓肚子！
Ma'orip haca koya maseka'ay.,那位休克者活過來了。
Laklaken no waco ko lakaw.,狗將垃圾散落一地。
O sa'owa'owac koya lotok kiya.,那座山到處都是溪水。
Parakamen no singsi kami a mikongling to saripa' no wa'ay.,教練使我們的赤足疼痛來訓練我們的腳底板。
Rihenaw kako to wawa ako a caay ka taloma' to dadaya.,我很恐懼晚上孩子不回來。
"Malalamo ko waco i lalan, awa ko kangodoan naira.",狗在路上交配，牠們一點都没有羞恥心。
Mafilo iso ciira a somowal?,你能說得過他嗎？
Macohcoh to niyam kora toko a maemin.,那所有的田螺都已經被我們吮吸了。
Mafolaay a tamdaw kiso.,你是大笨瓜。
O sapiked no Pangcah to miheca ko piilisin.,豐年祭是阿美族一年的轉折點(意即新年)。
Para'iten ko sapatiked no mako i fanaw.,使我的釣竿有魚鉤可以在池塘鉤魚。
ahowid han ako ko pidama^ no miso.,我感謝你的幫忙。
Paciwcikaen i 'otoc no kiyokay no mita.,我們教會的尖塔上立十字架。
Ci'ep han ni Kacaw ko epah i talo.,Kacaw在酒桶直接用口吸酒。
Kincoen kako tora nicakayan ni ina a riko'.,我覺得媽媽買的那件衣服很緊。
Tanokaciw saan kina fanaw no Rinahem.,力拿恆的池塘都是鵝。
Ma'opic no cohel ko fodoy ako.,我的衣服被汗水弄溼。
Mikiratar ci ina a micakay to dateng.,媽媽起早買菜去。
O mi'owiday kako to sariri a patireng.,我是用鐵槓將柱子立起來。
Caay pakaemet kako to kalim no wadis ako.,我無法忍受我的牙齒的酸痛。
O fakong ko sakahapinang no la'ed no omah no pangcah i 'ayaw.,從前原住民毗鄰耕作以螫蟹花為地界。
O nisanga'an ni mama konini a pakoko'an.,這間雞舍是爸爸蓋的。
Milihay kiso i nacila han?,你昨天有做禮拜嗎？
Sakapina anini namilipay?,今天是禮拜幾？
Papipacora'en kora masakeroay a wawa no mita.,叫我們那跳舞的孩子們戴上花冠。
O rafas to naira a mikodasin kinian a fadas.,這個煮好的花生是他們拔花生剩餘的。
Cima kora micomoday?,是誰進來了？
Ci'edo ko 'ariri no niyam.,我們的穀倉有老鼠。
O tongal no mita ci Kacaw ano dafak.,明天Kacaw是我們當中所增加的人。
O paypay ko pito'oran no 'alomanay a tamdaw.,很多人信仰拜拜的。
Miditek to kararaya' no loma' ci mama.,爸爸測量房子的長度。
Sarararen kinian a misanga'.,這個製作成小鋤頭。
Micekiw ko fahiyahiyan i lawac no riyar.,婦女們在海邊挖螺貝。
Mafoyol kira mato'asay to sinawar nira.,那個老人家頭暈快要跌倒。
Cikarahay a maemin ko kay^ing a talaomah.,小姐個個帶遮陽（雨）具上工。
Fangsis saan kina safon.,這肥皂真香啊。
Tanodoka' sato to nikatilo'an.,因跌倒而全身多處傷口。
Madah han ni ina a milinah koya mafoti'ay a wawa.,媽媽輕輕移動那位睡覺的小孩。
Adihay ko fanoh noni koko'.,這隻雞的毛很多。
Pakalood ko kitakit ita haw?,我們的國家會戰勝嗎？
Cidek saan ko wayway nora wawa ato kakakaka nira.,那個小孩和他的兄弟姐們的性格很不一樣。
Sa'om akakasaan kamo to nanom a mililoc.,你們洗澡時不要浪費水。
Mamisatoron ci ina ano dafak.,明天媽媽要做麻糬。
I sawalian no niyaro' ko pa'adawangan naira.,他們的聚會所在部落的東邊。
Komeceday ko tireng nonini wawa.,這個小孩的身體很結實。
O titi no kolong ko ma'id'iday no mako i dafak.,早上我所烘烤的是牛肉。
Ka^so'ay ko nitapayan ni mama ako a foting.,我爸爸燻製的魚很好吃
O niceno'an no waco kira nanom i mintangay.,那個臉盆裡的水被狗浸入過的。
Fowah han ni mama^ ko nanom no kicon a pananom to omah.,爸爸把水溝的水開通到田裡。
Hereken ko demak no miso!,把你的事情做完！
Ci'icel ko ci'afetoyay a tamdaw.,小腿肚的人孔武有力。
Mana'ay cira.,他不要。
Maolah kako to kohaw no kalitang.,我喜歡喝長豆的湯。
Liyasen ni ina kami.,媽媽離開我們。
Maicah kora tamdaw.,那個人很愛慕虛榮。
"Ca'engaw san koya nitokadan, awaay ma'araw nira ko mama nira.",那位被開刀的人醒來時没有看到他的爸爸。
O nisangaan to tingting ko kiling.,遮陽（雨）具是用芒草穗莖所製成的。
Kara'edo ko pitengo'an to tefos.,砍甘蔗的地方很多老鼠。
Awai ko ondokay anini a mihecaan i picodadan no kaemangay a wawa.,小孩的學校裡今年沒有運動會。
Mangiriw kako ciraan.,我比他瘦。
O roma ko so^so nira fafahian a wawa.,那位女孩子的胖很不一樣。
Mangodo kako tisowan.,我對你真不好意思。
Pina ko 'aca nora kamila?,那台相機價格是多少？
Mafeded ko ngoso' ako anini.,我今天鼻塞。
Kataan sato kako to pikakaen ako to kiyafes.,我因一直吃芭樂而便秘。
Adihay ko 'adecaw i Kalingko.,花蓮盛產大理石。
Misa'elet to kawos no cokap.,挷鞋帶。
Mikapot kita to yofayof no Tafalong.,我們一起參加太巴塱的耕作集團。
Mafokil kako a midangoy.,我不會游泳。
O komu ko sapifetir nira to cepi' no mako.,他用橡皮筋彈打我的大腿。
Cilosa' ko mata iso?,你在哭嗎？
O odo' ko cangaw ni ina ako.,我媽媽的項鍊是瑪瑙。
Fangcal ko ni'onipan niyam.,我們所插的秧很漂亮。
O sapiri'angan a macongdis ko waco.,狗暴露牙齒時就是很凶。
Mifariw to semot ko kaka i omah.,哥哥在田裏砍草。
Mo^tepay ko selal no niyaro' niyam.,我們部落的年齡階級有十級。
O ni'isafan ni ina ko 'onip i pala.,水田的秧苗已被媽媽疏苗了。
Maliyas no mako koya katalawan.,我避開了那件可怕的事情。
O lopas ko nipalomaan no Ataya i lotok.,泰雅族在上山種植桃子。
Tadamaan ko rodis i kafaliyosan a romi'ad.,在颱風天波浪起伏很特別。
O mi'adingay kira kapa to fali i sa'amisan.,那件雨布遮蔽了北邊的涼風。
O makomimitay no roma a wawa ko wawa iso.,你的孩子被其他的孩子擰捏的。
Mapacekok kami no faliyos i nacila.,我們昨天被颱風驚嚇。
O mamalepel no tayring ko mi'aroriray.,那個抓燕子的人會被警察逮捕。
Papitamako han nima kiso?,誰叫你抽菸？
Maso^soay kako to miming.,我胖了一點。
O misasalaay ko tayal ako.,我的工作是製作盤子的。
Rawis han no mako a miala kira roni i sanga' no fiyaw.,我將隔壁鄰居在圍牆上的絲瓜伸長手抓取。
Ritos hanto ko makapahay a kaolah.,就抽好一點的禮物了。
Macacamol i talokan ko'ayam ato howak.,雞和鴨在雞舍裡混居。
Ino' saho kiso saw?,你怎麼才在洗澡呢？
O ma'okotay ko nika diko no waco no niyam to dadaya.,晚上我們的狗躺臥時將身體緊縮的。
"Kopiten ko mata namo i matini, ta tengilen ko sasowalen no mako.",請你們閉上眼睛，然後聽我要說的話。
O macekoray a maemin ko niyaro' niyam a itini a tomireng.,在這裡站時我們的部落都被眺望的。
O maan ko sakatenged no miso?,你為什麼發呆呢？
Ngosngos han ni Kacaw ko kenaw.,Kacaw將蔥整根地吃著。
O marekrekay ko finawlan i piilisinan.,在豐年祭的會場齊聚人多。
O katalawan ko ri'ri' no lotok.,山的崩塌是很危險的。
O lepet nira tayring tira malasangay a pakatofayay i lalan.,那位警察將那位在路上酒醉駕摩托車的人擒拿住。
Mala'ayam ko siciminciw a maefer talakilang.,火雞變成鳥飛到樹上。
“Cengawen ko mata a mipili' to idang” saan ko mato'asay.,老人家說擇友要睜大眼睛。
I tiya kami a malacinowas.,我們在那個時候分開。
Pakayaten no mama no kapah ci Kacaw to kayoing.,青年領袖將女孩牽上Kacaw的手。
Tatiih a ira ko 'oyas no faloco' no malasingsiay i picodadan.,在學校老師不能有偏心的心。
Pa'afeten ko kowang no miso ta miparoto laco.,你的槍裝上火藥再裝填子彈。
Malopa'enan ita kiraan a kilang.,那個木頭當作我們的門。
Lesa' san ko losa' nira yo mapo'i no singsi.,當她被老師駡時眼淚一滴一滴地流出來。
O mapapancoay to no ina kira wawa.,媽媽已經為那孩子穿褲子。
Malalo ko faloco' ako to nanosowal nira.,我的心被她說的話軟化。
Aka pisawad!,不要放棄！
Maolah a mi'adop ci mama ako.,我的爸爸很喜歡打獵。
Awaay ko kadom no mako a micodad to sakalahakasiy.,我没有讀博士的能力。
Makaci'engay ko pising nora wawa.,那小孩的臉很大。
Misetek ci ina to titi.,媽媽切肉。
Nanay malowan ko sakiloma' a tatiliden.,但願能減少家庭作業。
O nini a tayal ko kacalemceman no mako.,這個工作是我認為最危險的。
Cekiw han to marad a mipasadak.,用鐵刺挖取出。
"O titi,o 'ayam ato foting ko sapato'aya nora holam.",那位漢人供奉品有豬肉、雞和魚。
Kiting han to ko kolong a pakaen to renges.,記得牽牛去吃草。
Makapah ko carofacof i lotok no Kalinko.,花蓮山上的輕霧很漂亮。
Aloman ko hahimawen ako a wawa.,我要看顧的小孩很多。
O ni'engidan kira fesol no kilang.,那個樹洞是內部被腐蝕的。
Papitiri'en no sinsi ko sito nira to codad.,老師叫他的學生讀書。
Mitefos kako anini a romi'ad.,我今天採甘蔗。
Mametek cira a malaromariway ano mato'as.,她一心一意長大要當歌星。
O mirorangay ci ina ako to malosapakaen to siri.,我的媽媽採集構樹來餵養山羊。
Ocong ko nialaan niyam a fonga i pala.,我們在田裡拿了很多的地瓜。
Panokayen ko wawa no mako!,讓我的小孩回家！
Mayawaw! Patingwaen ko mama no miso.,馬耀，去打電話給你的爸爸。
Tedi saan ko cidem nora po'ot.,那把刀的尖端很亮。
Tada o dodadoc no sito a milifet to pimali.,學生已一口氣吃盡苦力來挑戰打球。
O firang ko adihayay nira to damsay.,他發脾氣比温柔時頻繁。
Pangiha'en ko nikaromadaw.,唱歌請唱出聲音來。
Macalap no lalan ko pala no mako.,我的土地被馬路越界。
Ca san pisanga' ko sēyfo to copo no niyaro' niyam.,政府一直都没有做我們部落的堤防。
Macakat a macakat ko fana' no tamdaw.,人類的智慧不斷提昇。
Misanga' ci ina to fodoy no mako.,媽媽製作我的衣服。
O maan ko kaci faloco'an no miso ci Namohan?,你到底心儀Namoh什麼呢?
Mitiko ho kako a militemoh to wawa ako anohoni.,我等一下還要回頭迎接我的小孩。
Imah san kako to nikakapah ni Panay.,我真羨慕Panay長得很漂亮。
Talararem kita a mifoting.,我們去下游捕魚。
Ciferangay ko romi'ad i nacila.,昨天的天氣很熱。
Miehoh cira to fali.,他吐大氣。
Naw cokeroh han iso ko safa no miso?,你為何推你的妹妹呢？
"Siwaren kora sapad, maetengay ko lalan.",調整那張桌子的位置，因為擋到路了。
Micicih to koyomi ci ina to romi'ami'ad.,媽媽每天撕日曆。
O mi'owayay ko tayal ni faki ako.,我叔叔的工作是專門採藤。
Nawiro mari'ang kiso to tamdaw?,你為什麼對人很壞？
Mato o sanek no kaso kora masanekay ako yo.,我聞到的好像是瓦斯味哦！
"Ciherang kako itini a matayal, nawhani ira ko kaka ako a mikerid i takowanan.",我在這裡工作很放心，因為有哥哥帶領我。
Anaana sakatefadan sa kako nani paliding.,真是驚險差點從車上掉下來。
Maomi' ciira to posi nira.,她非常寵愛她的貓。
O tingalaw no faloco' ita ko sakacitaneng ita.,我們之所以有智慧是因為我們的心很清澈。
Cikaketiay kina 'oway.,這株黃藤有毒蜂。
Patayraen ko kolong i ronang.,讓牛去泥塘裏。
Macacoli caira to sakiwawa.,他們為了孩子的事而吵架。
Salafii saan ciira a minokay.,他通宵地趕路回家。
Macocok ko saripa' no tamdaw a romakat i mapacekaay a lalan.,在被撒荊棘的馬路上走路會刺傷腳掌。
Aka kacekcek han a mitomes ko capox i kanas!,不要將秧苗擠滿籃子。
"Hinam han macengaw aca ko mata no miso, mafoti'ay kiso na saan kako.",我以為你在睡覺，然而你的眼睛張著的。
Horac san ko faloco' ako.,我覺得好無聊。
Pakafong ci ina to kaka.,媽媽給哥哥戴帽子。
Maolah misoped kako to payci.,我喜歡收集銅板。
